# TELEGRAM SCANNER CALLS LOG — LAST 3 MONTHS (MAY 14, 2026 - AUG 14, 2026)
# Total Records: 205
# Format: Enriched Tabular Text / Markdown & JSON Copy-Paste Ready

| Signal ID | Timestamp (UTC) | Call Action | Symbol | Direction | Pattern | AI Score | Entry | SL | TP | Call Summary |
| SIG-20260720-194241-BTCUSD-L-B5DAFE | 2026-07-20T19:42:41.226022 | **SIGNAL: LONG BTC/USD** | BTC/USD | LONG | Trend Expansion (15m FVG_BULLISH) | 8.2 | 65103.05 | 64918.22535714286 | 65749.93625 | LONG call on BTC/USD via Trend Expansion (15m FVG_BULLISH) (AI Score: 8.2/10). Entry: 65103.05, SL: 64918.22535714286, TP: 65749.93625 |
| SIG-20260716-162157-BTCUSD-L-0C6608 | 2026-07-16T16:21:57.130538 | **SIGNAL: LONG BTC/USD** | BTC/USD | LONG | Trend Expansion (4h FVG_BULLISH) | 8.2 | 64148.49 | 62810.523571428566 | 68831.37250000001 | LONG call on BTC/USD via Trend Expansion (4h FVG_BULLISH) (AI Score: 8.2/10). Entry: 64148.49, SL: 62810.523571428566, TP: 68831.37250000001 |
| SIG-20260716-101903-BTCUSD-L-938CC1 | 2026-07-16T10:19:03.425322 | **SIGNAL: LONG BTC/USD** | BTC/USD | LONG | Trend Expansion (4h FVG_BULLISH) | 8.2 | 64151.27 | 62816.025714285715 | 68824.62499999999 | LONG call on BTC/USD via Trend Expansion (4h FVG_BULLISH) (AI Score: 8.2/10). Entry: 64151.27, SL: 62816.025714285715, TP: 68824.62499999999 |
| SIG-20260716-082500-BTCUSD-L-3C7ACA | 2026-07-16T08:25:00.002937 | **SIGNAL: LONG BTC/USD** | BTC/USD | LONG | Trend Expansion (4h FVG_BULLISH) | 8.2 | 64002.83 | 62789.965 | 68247.85750000001 | LONG call on BTC/USD via Trend Expansion (4h FVG_BULLISH) (AI Score: 8.2/10). Entry: 64002.83, SL: 62789.965, TP: 68247.85750000001 |
| SIG-20260714-220832-BTCUSD-L-96E2A7 | 2026-07-14T22:08:32.356855 | **SIGNAL: LONG BTC/USD** | BTC/USD | LONG | Trend Expansion (1h FVG_BULLISH) | 8.2 | 64552.91 | 64263.1725 | 65566.99125000002 | LONG call on BTC/USD via Trend Expansion (1h FVG_BULLISH) (AI Score: 8.2/10). Entry: 64552.91, SL: 64263.1725, TP: 65566.99125000002 |
| SIG-20260714-210516-BTCUSD-L-2E023E | 2026-07-14T21:05:16.573661 | **SIGNAL: LONG BTC/USD** | BTC/USD | LONG | Trend Expansion (15m FVG_BULLISH) | 8.2 | 64513.16 | 64475.50714285715 | 64644.94500000001 | LONG call on BTC/USD via Trend Expansion (15m FVG_BULLISH) (AI Score: 8.2/10). Entry: 64513.16, SL: 64475.50714285715, TP: 64644.94500000001 |
| SIG-20260714-182315-BTCUSD-L-D008BC | 2026-07-14T18:23:15.415666 | **SIGNAL: LONG BTC/USD** | BTC/USD | LONG | Trend Expansion (1h FVG_BULLISH) | 8.2 | 64486.57 | 64252.60857142857 | 65305.435 | LONG call on BTC/USD via Trend Expansion (1h FVG_BULLISH) (AI Score: 8.2/10). Entry: 64486.57, SL: 64252.60857142857, TP: 65305.435 |
| SIG-20260714-132212-BTCUSD-S-C55A1A | 2026-07-14T13:22:12.517072 | **SIGNAL: SHORT BTC/USD** | BTC/USD | SHORT | Trend Expansion (1h FVG_BEARISH) | 8.2 | 63960.13 | 64203.94464285714 | 63106.77875 | SHORT call on BTC/USD via Trend Expansion (1h FVG_BEARISH) (AI Score: 8.2/10). Entry: 63960.13, SL: 64203.94464285714, TP: 63106.77875 |
| SIG-20260712-235341-BTCUSD-L-E3CF4C | 2026-07-12T23:53:41.129385 | **SIGNAL: LONG BTC/USD** | BTC/USD | LONG | Trend Expansion (4h FVG_BULLISH) | 8.2 | 63739.76 | 63326.50214285714 | 65186.16250000001 | LONG call on BTC/USD via Trend Expansion (4h FVG_BULLISH) (AI Score: 8.2/10). Entry: 63739.76, SL: 63326.50214285714, TP: 65186.16250000001 |
| SIG-20260712-225139-BTCUSD-L-D0CF54 | 2026-07-12T22:51:39.463615 | **SIGNAL: LONG BTC/USD** | BTC/USD | LONG | Trend Expansion (4h FVG_BULLISH) | 8.5 | 63671.98 | 63321.18571428571 | 64899.760000000024 | LONG call on BTC/USD via Trend Expansion (4h FVG_BULLISH) (AI Score: 8.5/10). Entry: 63671.98, SL: 63321.18571428571, TP: 64899.760000000024 |
| SIG-20260712-053942-BTCUSD-L-54ED41 | 2026-07-12T05:39:42.509310 | **SIGNAL: LONG BTC/USD** | BTC/USD | LONG | Trend Expansion (1h FVG_BULLISH) | 8.2 | 63934.93 | 63858.510357142855 | 64202.39875000001 | LONG call on BTC/USD via Trend Expansion (1h FVG_BULLISH) (AI Score: 8.2/10). Entry: 63934.93, SL: 63858.510357142855, TP: 64202.39875000001 |
| SIG-20260712-043733-BTCUSD-L-44637D | 2026-07-12T04:37:33.258150 | **SIGNAL: LONG BTC/USD** | BTC/USD | LONG | Trend Expansion (1h FVG_BULLISH) | 8.2 | 63922.0 | 63874.38678571428 | 64088.646250000005 | LONG call on BTC/USD via Trend Expansion (1h FVG_BULLISH) (AI Score: 8.2/10). Entry: 63922.0, SL: 63874.38678571428, TP: 64088.646250000005 |
| SIG-20260712-033552-BTCUSD-L-757737 | 2026-07-12T03:35:52.715982 | **SIGNAL: LONG BTC/USD** | BTC/USD | LONG | Trend Expansion (15m FVG_BULLISH) | 8.2 | 64140.44 | 64109.107142857145 | 64250.105 | LONG call on BTC/USD via Trend Expansion (15m FVG_BULLISH) (AI Score: 8.2/10). Entry: 64140.44, SL: 64109.107142857145, TP: 64250.105 |
| SIG-20260712-021130-BTCUSD-L-E08361 | 2026-07-12T02:11:30.867304 | **SIGNAL: LONG BTC/USD** | BTC/USD | LONG | Trend Expansion (15m FVG_BULLISH) | 8.2 | 64005.76 | 63935.665 | 64251.092500000006 | LONG call on BTC/USD via Trend Expansion (15m FVG_BULLISH) (AI Score: 8.2/10). Entry: 64005.76, SL: 63935.665, TP: 64251.092500000006 |


================================================================================
RAW ENRICHED JSON RECORD BLOCK (INCLUDES FULL AI REASONING & SETUP META)
================================================================================
[
  {
    "signal_id": "SIG-20260814-053232-ETHUSD-L-399951",
    "timestamp": "2026-08-14T05:32:32.070550",
    "call_action": "SIGNAL: LONG ETH/USD",
    "symbol": "ETH/USD",
    "direction": "LONG",
    "pattern": "Asian Range LONG Fade",
    "ai_score": 7.6,
    "entry_price": 1881.19,
    "stop_loss": 1878.58,
    "take_profit": 1889.02,
    "call_summary": "LONG call on ETH/USD via Asian Range LONG Fade (AI Score: 7.6/10). Entry: 1881.19, SL: 1878.58, TP: 1889.02",
    "ai_reasoning": "Signed trade signal executed by Sovereign Engine with RSA key signature.",
    "shadow_regime": "Unknown",
    "outcome": "PENDING",
    "trade_id": null,
    "payload_hash": "1684c63a0604fc5d78e31c1266713893376d367594c6db85569b83648893ee62",
    "signature": "87be057f92d998403da8b20fc3963d967191296d5ad9c2fddec1efa2123991ed394f622ab256067a00fbbcd8f612d6cb1469b5f9b8426a89d9e67eb5bdd874ecbdb97af8c30e097aeb5a23f3329a2dcce239cf53e37027ddbcf8356d70105da8ef37fd940b325b4e64fee164c66757758fc99b6b65bcbadb56a0b5e373935eeb312874b9757b7b29c801f40811bed1a2ddf1dc443071f2f6323d8921ef2718e4a0fe06c5247cfed76c9830618045bb7c6268b4ca4de6d065498d9c5ed836aa6aabb83f8abb48e1a1a1fe1b7c915d9ae6647f8fca76395ef0fcf1c3a3cc6274514a1cb6f9f330f5b5ae9bff8971b51a3acc1586c79c011962753652d59f2c9b25",
    "type": "CRYPTOGRAPHICALLY_SIGNED_ALERT"
  },
  {
    "signal_id": "SCAN-ID-29091",
    "timestamp": "2026-08-12T14:39:10.282320+00:00",
    "call_action": "CALL: SHORT ETH/USD",
    "symbol": "ETH/USD",
    "direction": "SHORT",
    "pattern": "Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "SHORT alert on ETH/USD via Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION) (AI Score: 9.0/10, Session: NY_OPEN, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 1891.66. Hurst: 0.453 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "NY_OPEN",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-29089",
    "timestamp": "2026-08-12T14:36:07.019775+00:00",
    "call_action": "CALL: SHORT ETH/USD",
    "symbol": "ETH/USD",
    "direction": "SHORT",
    "pattern": "Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "SHORT alert on ETH/USD via Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION) (AI Score: 9.0/10, Session: NY_OPEN, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 1891.66. Hurst: 0.453 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "NY_OPEN",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-29087",
    "timestamp": "2026-08-12T14:33:03.333627+00:00",
    "call_action": "CALL: SHORT BTC/USD",
    "symbol": "BTC/USD",
    "direction": "SHORT",
    "pattern": "Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "SHORT alert on BTC/USD via Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION) (AI Score: 9.0/10, Session: NY_OPEN, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 63710.98. Hurst: 0.421 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "NY_OPEN",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-29081",
    "timestamp": "2026-08-12T14:17:50.849840+00:00",
    "call_action": "CALL: SHORT BTC/USD",
    "symbol": "BTC/USD",
    "direction": "SHORT",
    "pattern": "Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "SHORT alert on BTC/USD via Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION) (AI Score: 9.0/10, Session: NY_OPEN, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 63847.97. Hurst: 0.428 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "NY_OPEN",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-28913",
    "timestamp": "2026-08-12T03:34:49.750362+00:00",
    "call_action": "CALL: SHORT BTC/USD",
    "symbol": "BTC/USD",
    "direction": "SHORT",
    "pattern": "Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "SHORT alert on BTC/USD via Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 63710.98. Hurst: 0.419 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-28911",
    "timestamp": "2026-08-12T03:31:47.087025+00:00",
    "call_action": "CALL: SHORT BTC/USD",
    "symbol": "BTC/USD",
    "direction": "SHORT",
    "pattern": "Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "SHORT alert on BTC/USD via Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 63710.98. Hurst: 0.419 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-28898",
    "timestamp": "2026-08-12T02:52:16.741812+00:00",
    "call_action": "CALL: SHORT BTC/USD",
    "symbol": "BTC/USD",
    "direction": "SHORT",
    "pattern": "Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "SHORT alert on BTC/USD via Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 63710.98. Hurst: 0.420 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-28878",
    "timestamp": "2026-08-12T01:33:17.030382+00:00",
    "call_action": "CALL: SHORT BTC/USD",
    "symbol": "BTC/USD",
    "direction": "SHORT",
    "pattern": "Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "SHORT alert on BTC/USD via Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 63710.98. Hurst: 0.426 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-28876",
    "timestamp": "2026-08-12T01:30:14.098162+00:00",
    "call_action": "CALL: SHORT BTC/USD",
    "symbol": "BTC/USD",
    "direction": "SHORT",
    "pattern": "Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "SHORT alert on BTC/USD via Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 63710.98. Hurst: 0.425 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-28812",
    "timestamp": "2026-08-11T21:44:50.337598+00:00",
    "call_action": "CALL: SHORT ETH/USD",
    "symbol": "ETH/USD",
    "direction": "SHORT",
    "pattern": "Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "SHORT alert on ETH/USD via Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 1879.73. Hurst: 0.429 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-28810",
    "timestamp": "2026-08-11T21:41:46.979624+00:00",
    "call_action": "CALL: SHORT ETH/USD",
    "symbol": "ETH/USD",
    "direction": "SHORT",
    "pattern": "Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "SHORT alert on ETH/USD via Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 1879.73. Hurst: 0.430 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-28806",
    "timestamp": "2026-08-11T21:32:39.465666+00:00",
    "call_action": "CALL: SHORT ETH/USD",
    "symbol": "ETH/USD",
    "direction": "SHORT",
    "pattern": "Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "SHORT alert on ETH/USD via Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 1879.73. Hurst: 0.430 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-28803",
    "timestamp": "2026-08-11T21:09:20.795041+00:00",
    "call_action": "CALL: SHORT ETH/USD",
    "symbol": "ETH/USD",
    "direction": "SHORT",
    "pattern": "Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "SHORT alert on ETH/USD via Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 1880.18. Hurst: 0.430 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-28801",
    "timestamp": "2026-08-11T21:06:17.782892+00:00",
    "call_action": "CALL: SHORT ETH/USD",
    "symbol": "ETH/USD",
    "direction": "SHORT",
    "pattern": "Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "SHORT alert on ETH/USD via Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 1880.18. Hurst: 0.430 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-28797",
    "timestamp": "2026-08-11T20:54:06.544905+00:00",
    "call_action": "CALL: SHORT ETH/USD",
    "symbol": "ETH/USD",
    "direction": "SHORT",
    "pattern": "Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "SHORT alert on ETH/USD via Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 1879.73. Hurst: 0.437 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-28795",
    "timestamp": "2026-08-11T20:51:03.588602+00:00",
    "call_action": "CALL: SHORT ETH/USD",
    "symbol": "ETH/USD",
    "direction": "SHORT",
    "pattern": "Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "SHORT alert on ETH/USD via Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 1879.73. Hurst: 0.438 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-28793",
    "timestamp": "2026-08-11T20:48:00.730214+00:00",
    "call_action": "CALL: SHORT ETH/USD",
    "symbol": "ETH/USD",
    "direction": "SHORT",
    "pattern": "Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "SHORT alert on ETH/USD via Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 1879.73. Hurst: 0.437 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-28790",
    "timestamp": "2026-08-11T20:38:53.143948+00:00",
    "call_action": "CALL: SHORT ETH/USD",
    "symbol": "ETH/USD",
    "direction": "SHORT",
    "pattern": "Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "SHORT alert on ETH/USD via Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 1879.73. Hurst: 0.438 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-28788",
    "timestamp": "2026-08-11T20:35:50.070033+00:00",
    "call_action": "CALL: SHORT ETH/USD",
    "symbol": "ETH/USD",
    "direction": "SHORT",
    "pattern": "Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "SHORT alert on ETH/USD via Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION) (AI Score: 9.0/10, Session: OFF_HOURS, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 1879.73. Hurst: 0.438 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "OFF_HOURS",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
    "type": "SCANNER_HIGH_CONFIDENCE_ALERT"
  },
  {
    "signal_id": "SCAN-ID-28717",
    "timestamp": "2026-08-11T14:24:25.379611+00:00",
    "call_action": "CALL: SHORT BTC/USD",
    "symbol": "BTC/USD",
    "direction": "SHORT",
    "pattern": "Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION)",
    "ai_score": 9.0,
    "entry_price": "N/A",
    "stop_loss": "N/A",
    "take_profit": "N/A",
    "call_summary": "SHORT alert on BTC/USD via Bayesian Pivot Turtle Soup SHORT (MEAN_REVERSION) (AI Score: 9.0/10, Session: NY_OPEN, Regime: MEAN_REVERSION)",
    "ai_reasoning": "Turtle Soup Liquidity Sweep of HTF level 64146.04. Hurst: 0.504 (MEAN_REVERSION). Wick Rejection confirmed.",
    "session": "NY_OPEN",
    "shadow_regime": "MEAN_REVERSION",
    "outcome": "CONFIRMED",
    "trade_id": "N/A",
    "payload_hash": "N/A",
    "signature": "SCANNER_CONFIRMED_ALERT",
